id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted,export_timestamp,export_date
751,Müller,Mara,Dr.,interested,,,,,,,,,,"bochum, nordrhein-westfalen",False,NRW,,Facharzt,"Facharzt, Oberarzt, Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,nur Bochum und Umgebung,"will mehr Geld verdienen. Ist bei Evidia. Nur Bochum und Umgebung. Kann auch Prostata und Herz, hat aber keine Zertifikate. Will mehr als 200k haben, aber auch so gerne ansprechen. Leitung auch ok, muss aber nicht sein.",mara.müller@outlook.com,+49 1081189974,,2025-04-03 23:59:00,0msjlphg6j0d5y3cki9m2fku8uz70l,Tel.,2026-01-17 17:25:35,2026-01-17
752,Meyer,Johanna,Dr.,interested,,will sich melden,,,,,,,,"bonn, köln, nordrhein-westfalen",False,NRW,,Facharzt,"Facharzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Bonn und Süd-Köln,"Engelskirchen zu weit und Strahleninstitut kennt er schon, aber nein. 

Rückmeldung von Segali, kann auch 4 Tage Woche in Engelskirchen sein, aber dann nur Mo oder Di frei, nicht Freitag. 
Auch Strahleninstitut zusätzlich anbieten in der Domstraße!!!

Tel. Ist FA Radiologie und seit 1,5 Jahren in der Praxis in Bonn. Hat auch mittelfristig Option auf Beteiligung, weiß aber nicht, ob er das möchte. War vorher auch bei Med360 in Köln und Leverkusen. Kennt Segali und kennt auch Strahleninstitut. Hat zu beiden Kontakt. Macht gerade Q2 MSK und hat Zusatzweiterbildung in Sportmedizin. Würde gerne auch Prostata und Herz lernen, aber leider keine Möglichkeit dazu jetzt in der Praxis.  
Frau erwartet gerade das erst Kind, deswegen nur Raum Bonn und Süd-Köln interessant. Will sich den Wechsel im nächsten Jahr nochmal intensiver überlegen oder wenn ich vorher ein entsprechend interessantes Angebot habe. Ich melde mich in einem Jahr wieder, so sind wir verblieben.",johanna.meyer@web.de,+49 1624023008,,2025-08-22 23:59:00,1h5mrlj3uv26ut3ud37x1cyznk9o2i,LinkedIn,2026-01-17 17:25:35,2026-01-17
1050,Klein,Lena,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,lena.klein@outlook.com,+49 1327218545,,2026-01-17 14:33:19.326488,288rvrr8o12p9dwztbj52kknrpfis8,,2026-01-17 17:25:35,2026-01-17
753,Klein,Lena,Dr.,interested,,,,,,,,,,"bonn, köln, nordrhein-westfalen",False,NRW,,Facharzt,"Facharzt, Standortleiter",Facharzt,Radiologie,Bonn und Süd-Köln,"Tel. Wohnt mit Mann in Königswinter bei Bonn. Arbeitet bei CDT Strahleninstitut Köln seit 2005/2006. Kann alles in der Diagnostik MRT/CT und Mamma-MRT und MR-Angiographie und MSK. Ist sehr gut vernetzt, auch mit der Sporthochschule. Am besten wäre Rodenkirchen oder Neumarkt. Segali fragen. Gerne auch 4 Tage pro Woche oder mit Telemedizin. Leverkusen ist zu weit weg.",lena.klein@outlook.com,+49 1161089045,,2025-04-04 23:59:00,133pdtrvjw196iajoxr823843gm01l,Tel.,2026-01-17 17:25:35,2026-01-17
754,Meyer,Lea,,interested,,,,,,,,,,DE,True,ganz Deutschland,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,Radiologie,ganz DE/Norddeutschland Ltd. OA oder CA in 2-3 Jahren,"Tel. Sehr angenehmes Gespräch. Hat bei der Bundeswehr gearbeitet - Vertrag endet 30.06.25. Will dann 6 Monate Urlaub machen und dann am 01.01.26 anfangen, weil dann war er insgesamt 20 Jahre bei der Bundeswehr. War in HH, Koblenz und zuletzt Berlin. Ist in Norddeutschland geboren und gerne HH. Ist erfahren in der Diagnistik mit SP MSK. Hat auch in Interventionen Erfahrung, da aber nur in Embolisationen (zB bei Blutungen). Will weiter in KH Sektor bleiben. Kein Mamma. Kein CH. Geld ist nicht so wichtig. Will Interventionelle Neuroradiologie lernen.  Hat aktuell ein Angebot von einem Maximalversorger als Ltd. OA Diagnostik + Neurointerventionen lernen. Da war er auch schon 1 Monat Hospitation. Bezahlung nach Tarif. Hat dort auch kommuniziert, dass er dann nach 2-3 Jahre CA in einem kleineren KH im ländlichen Raum werden will. Vereinbart, dass ich mich in 1 Jahr wieder melde. Solange Düren bei Ochtrop angefragt.",lea.meyer@web.de,+49 1364383497,,2025-04-07 23:59:00,2rdn972q0c0x8elrf4nm1om8y1ha9u,Tel.,2026-01-17 17:25:35,2026-01-17
1051,Schulz,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,mara.schulz@outlook.com,+49 1737636627,,2026-01-17 14:33:19.326488,2dn1cdcy9d0aj2u1kin00ami58k0vk,,2026-01-17 17:25:35,2026-01-17
755,Wagner,Alina,,Hot / is searching,,warte auf Rückmeldung,,,,,,,,nordrhein-westfalen,,NRW,,Oberarzt,"Facharzt, Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,Ltd. OA / Standortleiter oder Teilhaberschaft,"Tel. Hilden Leiter MVZ angeboten. Email gesendet. Warte auf Rückmeldung.

Springer per Email aneboten aber abgelehnt weil zu wenig Gehalt. Verdient 170 will 180-190
allg interventionelle und diagnostische Radiologie. Keine interv Neuroradiologie. 
Umzug nur bei sehr gutem Angebot. Sonst 100 km Radius. Will Standortleiter, Praxis übernahme Option oder Ltd. OA Klinik.

16.04.2025 - Tel. Will erstmal in Uniklinik bleiben. will zum Jahresende 2025 nochmal überlegen. Gerne früher wenn wir ein anderes Angebot mit Angiograohie und Diagnostik haben. 

170 jetzt mit Dienste Rufbereitschaft
3 m zum qende oder 
FA De 3 Jahre
europäisches diplop

Arbeitet aktuell an der Uniklinik Köln. Pain Point ist die sehr hohe Arbeitsbelastung und möchte mehr verdienen. 
War in Ägypten Radiologe. Seit 2 Jahren jetzt in DE FA. Seit fast 2 Jahren macht an der Uni Interventionelle Radiologie alles, PTA, Embolisationen, Angios. Will weniger arbeiten und mehr Geld. 
Wohnt in Bergisch Gladbach.",alina.wagner@web.de,+49 1395554923,,2025-12-19 23:59:00,0nde53v1zn1f36fxxueh0zmuf93l5z,Tel.,2026-01-17 17:25:35,2026-01-17
757,Fischer,Alina,,interested,,,,,,,,,,nordrhein-westfalen,,NRW,,Assistenzarzt,"Facharzt, Oberarzt",Assistenzarzt,Radiologie,will Beteiligung oder Geld - junger FA,"Hat ein Angebot aus Dortmund für 150k. Segali kann max 130k anbieten. 

Die Weiterbildungszeit endet im Juni. Daher frühester Prüfungstermin leider erst in der zweiten Septemberwoche. Ende September können wir gerne nochmal in Kontakt treten!",alina.fischer@outlook.com,+49 1571544023,,2025-07-28 23:59:00,0wsjivdpge1zohrhyaez1ivzjt9oio,Email,2026-01-17 17:25:35,2026-01-17
758,Koch,Isabella,Dr.,interested,,,,,,,,,,"güstrow, mecklenburg-vorpommern",,Mecklenburg-Vorpommern,,Facharzt,"Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,Güstrow und Umgebung,"Tel. am 22.02.2025
leifels@mail.de
seit 2021 FA

Arbeitet bei Radiologie Packebusch - https://radiologie-packebusch.de/schwerpunkte/
Hat dort das Angebot als Gesellschafter einzusteigen. 
Familie hat dort gerade ein Haus gekauft

Pain-Point- will eigentlich auch interventionell arbeiten, was er in der Praxis aktuell nicht kann
Kann allgemeine interventionelle Radiologie. Würde akute interventionelle Neuroradiologie auch gerne lernen. 
Wismar und Lübeck leider zu weit weg. Rostock und Krakow am See schon selbst beworben. 
Gerne in Kontakt bleiben, falls wir etwas in der Umgebung sehen. 

Ansonsten falls er Gesellschafter wird unsere Konditionen mitgeteilt: 25% - 50% bei Vertrag/25 Antritt/25 3M.",isabella.koch@web.de,+49 1370215971,,2025-02-22 23:59:00,0gxvchnaqe01tgfuo4w8147cvj3jv7,Tel.,2026-01-17 17:25:35,2026-01-17
759,Schwarz,Lea,,interested,,,,,,,,,,"flensburg, schleswig, schleswig-holstein",,Schleswig-Holstein,,Facharzt,"Facharzt, Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,Flensburg 30 Min.,"Alex: Kontakt über Linkedin: Radiologe , MSK, kein Neuro, 30 Minuten um Flensburg da familiär gebunden.",lea.schwarz@yahoo.de,+49 1936906031,,2025-02-20 23:59:00,0dgpi3vnkk1584dgx32v13haprhopr,LinkedIn,2026-01-17 17:25:35,2026-01-17
1054,Meyer,Lea,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,lea.meyer@yahoo.de,+49 1693255514,,2026-01-17 14:33:19.326488,0dfns3y4zh1myixojpbe14o3mgbstt,,2026-01-17 17:25:35,2026-01-17
760,Schneider,Lisa,Dr.,interested,,,,,,,,,,"bonn, nordrhein-westfalen",False,NRW,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Bonn und Umgebung,"Tel. 12.03.2025
017647390960

Ist schon 10 Jahre in der Klinik in Neuwied, ist Ltd. OA. Familie hat Lebensmittelpunkt in Bonn. Mach Dienste und Teleradiologie zusammen. 
Schwerpunkt Schnittbilddiagnostik und PRT`s und Leitung. Keine Neurointerventionen
Offen für Angebote Bonn und 50km Umgebung.
Vereinbart, dass wir in Kontakt bleiben.",lisa.schneider@yahoo.de,+49 1266765349,,2025-03-12 23:59:00,2fcgfm58gk2cgg4u732006f7p8234c,Tel.,2026-01-17 17:25:35,2026-01-17
761,Weber,Lisa,Dr.,interested,,,,,,,,,,hamburg,False,Hamburg,,"Facharzt, Ltd. OA","Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,HH und Umgebung,"12.03.2025: Tel. Wollen mit Frau doch in Oldenburg bleiben und Beteiligung machen. Sind so verblieben, dass wir vielleicht ihn als AG unterstützen. 

Tel. Ist mit seiner Frau seit 5 Monaten in Oldenburg. Hat da die Option auf Teilhabe Ende des Jahres. Macht mit einem Kollegen aktuell 24/7 Thrombektomien. Welcher Pain Point konnte ich nicht rausfinden. 
Kommen aus HH. Ich denke, sie wollen zurück nach HH. Kann dort auch auf seine alte Position als Ltd. OA zurück. Hat zuletzt auch ca. 230-240 verdient. Hat Thrombektomien, Carotisstents und aber auch PVK, Aortenprothesen gemacht.",lisa.weber@web.de,+49 1706562734,,2025-03-12 23:59:00,2i3jn5rkc41x1ba26pns2qo4rclf3t,Tel.,2026-01-17 17:25:35,2026-01-17
762,Hoffmann,Mara,,interested,,,,,,,,,,"herne, nordrhein-westfalen",False,NRW,,Facharzt,"Facharzt, Oberarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,nur Herne und Umgebung,"14.07.25: Tel. Wartet noch auf Antwort zur Gehaltserhöhung. Vereinbart, dass ich mich melde wenn ich etwas in der Umgebung habe.

02.06. Tel. Hat mir Chefin wg Gehalt gesprochen. Wartet auf Antwort. Vereinbart, dass ich in 1M nochmal anrufe. 

Vereinbart, dass ich ihn in 3 Monaten nochmal anspreche.

Tel. am 13.03.2025
017681083243

Arbeitet aktuell bei Evidia/Blick Radiologie in einem MVZ
Verdient bei 40h 130k bzw. jetzt 135k p.a. weil er Q2 Kardio CT hat. Will vllt noch Q1 Kardio MRT machen. Machen leider keine Prostata. 
Macht aktuell Schnittbilddiagnostik und Punktionen. Keine Interventionen. Kein Neuro. 
War früher bei Marienhospital in Herne (Ausbildung) und im Krupp (hier hat nach 2 Monaten gekündigt).
Ist seit 2 Jahren FA
Hat 3M zum QEnde Kündigungsfrist. 
Pain-Point – bekommt keine Gehaltserhöhung. Will entweder 160k oder 135 bei 4 Tage Woche. Praxis nur am Ende der Karriere. Entweder KH oder MVZ- Dienste wären ok.
Frau ist FA für Allgemeinmedizin. Haben 2 Kinder (Schule und Kita) 
Ich habe vorgeschlagen, dass ich mich Med360 Bochum, Castrop-Rauxel, Ruhrradiologie, Prof. Uhlenbrock, Borad erkundige. 
Denkt über Möglichkeiten nach:  Gehaltserhöhung bei aktuellem AG: Will entweder 160k oder 135 bei 4 Tage Woche / anderes MVZ mit dem genannten Konditionen / Klinik wo er dann Neuroradiologie + Interventionen lernen kann / FA in Allgemeinmedizin, um dann eine Praxis zu eröffnen. 
Lebensmittelpunkt sollte Herne bleiben. Hat aktuell nur 15 Min mit dem Auto / Fahrrad.",mara.hoffmann@yahoo.de,+49 1416675237,,2025-07-14 23:59:00,0t82dw0gw311t5tys1vx0wng7rb38d,Tel.,2026-01-17 17:25:35,2026-01-17
1066,Becker,Elena,Dr.,interested,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,,"20.10.2022 - evgeny:
Facharzt für Allgemeine Chirurgie
Facharzt für Orthopädie und Unfallchirurgie
Facharzt für Spezielle Unfallchirurgie
Zertifizierter Fußchirurg (GFFC)
Zertifizierter Kniechirurg (DKG)
Zertifizierter Medizinischer Gutachter (ÄKWL)",elena.becker@gmail.com,+49 1883306879,,2026-01-17 14:33:19.32848,04bia8ibs007tzb7fw2c1j50h0rgtn,,2026-01-17 17:25:35,2026-01-17
763,Schmidt,Mila,PD Dr.,interested,,,,,,,,,,DE,True,ganz Deutschland,,Oberarzt,"Chefarzt, Gesellschafter",Facharzt,Radiologie,will CA / Standortleitung- Diagn. Rad. ganz DE,"Tel. am 24.03.2025
enver_tahir@yahoo.de
01522 2816492

Fliegen vor Sommerferien.
6 Monate Kündigungsfrist 
gerne Wien

Sehr freundliches Gespräch. War viele Jahre OA und am Ende Ltd. OA in Uniklinik Hamburg Eppendorf. Musste sehr viel Arbeiten aber hat dafür alle Qualifikationen und Habilitation mitgenommen: 
„Ich bin Facharzt seit 2018 (Studium im Berlin bis 2012), drei Jahre lang OA an der Uniklinik Hamburg-Eppendorf und jetzt seit einem Jahr ambulant in der radiologischen Praxis tätig. Mein Schwerpunkt ist die Schnittbildgebung (CT/MRT). Zertifiziert bin ich für MR-Prostatographie (Q2), MR/CT-Herz (beides Q3) und Lungenkrebs-Screening (Q2).“
Hätte für den Prof. noch 4 Jahre so weiterarbeiten müssen. Wollte das nicht und ist deswegen in eine Praxis gegangen als Angestellter. 
Will entweder als Partner in eine Praxis oder als CA aber nur für Diagnostische Radiologie. 
Gerne in ganz DE, wenn das Angebot stimmt. War im Studium auch im Osten: Berlin, Brandenburg, Leipzig, Dresden. Umzug ist OK. 
Gerne Erstkontakt immer per Email.",mila.schmidt@web.de,+49 1805663090,,2025-03-24 23:59:00,2f8gne49d70hu3kz1mua2jvpve17mo,Tel.,2026-01-17 17:25:35,2026-01-17
765,Schulz,Mara,,interested,,bei Segali vorgestellt,,,,,,,,nordrhein-westfalen,True,NRW,,,Assistenzarzt,Assistenzarzt,Radiologie,AÄ i.A. NRW,"Frau Talakhadze hat über 10 Jahre Erfahrung als Radiologin in Georgien und der Ukraine und bring fundierte Fachkenntnisse in der Diagnostischen Radiologie mit. Sie hat Ihre Fachsprachprüfung bestanden und besitzt eine Berufserlaubnis in Bayern. Gerne möchte sie in Zukunft jedoch eine Vollzeitstelle in NRW antreten. 

Sie spricht ausreichend Deutsch, um sich ohne Probleme zu verständigen und lernt aktuell täglich 8 Stunden. Des Weiteren hat sie ihre Unterlagen im September 2024 zum Gutachten für ihre Approbation eingereicht und bereitet sich parallel auf die Fachkenntnisprüfung vor. Nach der Approbation würde sie ihre Unterlagen für die Anerkennung ihrer Erfahrung für den Facharzt einreichen.",mara.schulz@yahoo.de,+49 1839703624,,2025-05-07 23:59:00,2hfdy4knos0ntxem04we08pyugyts3,Tel.,2026-01-17 17:25:35,2026-01-17
766,Müller,Johanna,Dr.,contacted,,,,,,,,,,"bonn, nordrhein-westfalen",False,NRW,,Facharzt,"Facharzt, Standortleiter",Facharzt,Radiologie,Bonn und Umgebung,"Geht zu LifeLink nach Koblenz

Strahleninstitut angeboten - nein, haben ihn in Prüm lange hingehalten. in 1 Jahr geht dort die Leitung. 

Wohnort Bonn : 30 Minuten Fahrzeit 
Diagnostisch. Kann MSK, ganzkörper Voruntersuchung, onkologisch. Kann gerne Neuro + Kinder lernen. 
Kein mamma, herz, prostata
Wegen Düren schon mit Headhunter im Gespräch aber zu weit. 
will 162k
gernre HomeOffice
arbeitet jetzt bei GFO
KF ist 2 Wochen, ist in Probezeit
kann zum 01.07.25 anfangen.",johanna.müller@web.de,+49 1761595444,,2025-08-28 23:59:00,1d3c5chvsv0l7sgpm3180xryqi8cmg,Email,2026-01-17 17:25:35,2026-01-17
767,Schwarz,Clara,,interested,,,,,,,,,,nordrhein-westfalen,,NRW,,Oberarzt,"Ltd. OA, Standortleiter",Facharzt,Radiologie,Bergisches Land,s.h. Email,clara.schwarz@web.de,+49 1071983803,,2025-05-08 23:59:00,1ca97hwipd0b3dj2fkux18n91wqx0z,Email,2026-01-17 17:25:35,2026-01-17
768,Schneider,Julia,Dr.,contacted,,,,,,,,,,DE,,ganz Deutschland,,Facharzt,"Oberarzt, Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,"ganz DE, TZ 32h","hat eine neue Stelle 05/2025

ist in ganz DE offen.
will TZ 32h und 150k
180k bei Vollzeit
muss nicht Leitung. 
ab 01.08.25
Herz/Prostata kann gerne muss aber nicht sein
Prio ist TZ und Geld",julia.schneider@gmail.com,+49 1896013217,,2025-05-26 23:59:00,0al1hqk0cf0zl2c3xcse2ng0syzmi8,Tel.,2026-01-17 17:25:35,2026-01-17
769,Hoffmann,Maria,,interested,,,,,,,,,,DE,True,ganz Deutschland,,Assistenzarzt,Assistenzarzt,Assistenzarzt,Radiologie,AA mit Berufserlaubnis,,maria.hoffmann@outlook.com,+49 1739062392,,2025-05-29 23:59:00,1yio1bc7tq08fe7csbes231omnn84q,LinkedIn,2026-01-17 17:25:35,2026-01-17
1068,Koch,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,SP Wirbelsäulenchirurgie,clara.koch@yahoo.de,+49 1591886827,,2026-01-17 14:33:19.32848,0chzcaq9mi16mah76bh02eqetvf0xm,,2026-01-17 17:25:35,2026-01-17
1069,Schwarz,Lea,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,war zuletzt CA,lea.schwarz@yahoo.de,+49 1155252159,,2026-01-17 14:33:19.32848,1domf4n5u615rfdh4ewr2ds8dhc2dr,,2026-01-17 17:25:35,2026-01-17
771,Meyer,Maria,,interested,,,,,,,,,,DE,,ganz Deutschland,,"MTRA / MFA / sonstige, Freelancer",,MTRA,Radiologie,Freelancer,"keine Rückmeldung erhalten

3 Monate 
Leitung MTRA 
mit Management  
MRT wenig nur Minijob
CT und Röntgen, und Kardio und Nuklearmedizin Diagnostik und Therapie 
lebt in Bonn Umzug OK",maria.meyer@gmail.com,+49 1162146446,,2025-08-14 23:59:00,0d1us589om2n58hl4oe908vgjmx2n6,Email,2026-01-17 17:25:35,2026-01-17
772,Krüger,Isabella,Dr.,contacted,,,,,,,,,,hamburg,,,,Oberarzt,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Hamburg,,isabella.krüger@web.de,+49 1730942871,,2025-06-17 23:59:00,0jp1ejir1j0p399069oi1xagl3dxs5,LinkedIn,2026-01-17 17:25:35,2026-01-17
773,Fischer,Mila,Dr.,interested,,,,,,,,,,"CH, DE",True,,,Ltd. OA,,Facharzt,Radiologie,"DE CH, Diagn. und SP Interv. Radiologie","macht auch MSK als SP jetzt in der Klinik
macht viel Schaufensterkrankheit
will entweder volles interventinelles Spektrum inkl onko oder voll Diagnostik

Sehr geehrter Herr Dr. Knecht

Bezugnehmend auf Ihre oben genannte Anzeige möchte ich Ihnen gerne einen erfahrenen Radiologen im Rahmen einer Festvermittlung vorstellen. 

Der Kollege ist aktuell als Leitender Oberarzt für Diagnostische und Interventionelle Radiologie in Deutschland tägig und besitzt bereits die MEBEKO Anerkennung. 
Er bringt fundierte Fachkenntnisse im gesamten Spektrum der Diagnostischen und Interventionellen Radiologie mit, insbesondere der: 
-Schnittbilddiagnostik
-Gynäkologische Radiologie (primärer Ansprechpartner der Gyn.-Kollegen) inkl. Biopsien etc. 
-Myomembolisation und MRgFUS
-diagnostische Punktionen und Drainagen
-Behandlung akuter Gefäßverschlüsse 
-AVK
-Minimal-invasive Blutstillung 
-PRTs
-Tumortherapie (TACE)
-Thermo- und Kryoablation bei Tumoren
-Elektroporation (IRE) bei Tumoren

Der Kollege wünscht sich eine neue berufliche Herausforderung mit Gestaltungsfreiraum, wobei er gerne seine Erfahrung speziell in der Interventionellen Radiologie an Kolleginnen und Kollegen weitergeben möchte. Gleichzeitig ist er auch offen für eine Einarbeitung in die Interventionelle Neuroradiologie. 

Gerne möchte ich Ihnen bei Interesse sein vollständiges Dossier zusenden und freue mich auf Ihre Rückmeldung. Bei Fragen stehe ich Ihnen gerne jederzeit zur Verfügung.",mila.fischer@gmail.com,+49 1539239874,,2025-06-18 23:59:00,0dybxkdng30yan1lp3we2rm8bgbi86,Tel.,2026-01-17 17:25:35,2026-01-17
775,Zimmermann,Lea,,interested,,,,,,,,,,"erfurt, thüringen",False,Thüringen,,Facharzt,"Facharzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,nur Erfurt (Thüringen) oder Teleradiologie,ist mit Fam. in Erfurt Gebiet gebunden. Arbeitet 70%. Offen für Teleradiologie.,lea.zimmermann@web.de,+49 1325116820,,2025-07-14 23:59:00,0g854xnf520yk0kzrrtk0ogem47lo4,Tel.,2026-01-17 17:25:35,2026-01-17
776,Wagner,Clara,Dr.,interested,,,,,,,,,,"aachen, nordrhein-westfalen",,NRW,,Facharzt,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Aachen und Umgebung,Engelskirchen nein,clara.wagner@yahoo.de,+49 1978524479,,2025-08-15 23:59:00,2oufjrgs1a22lb6w51fv0a2ngpcvb1,LinkedIn,2026-01-17 17:25:35,2026-01-17
777,Wagner,Klara,,contacted,,,,,,,,,,aachen,,,,Facharzt,"Standortleiter, Gesellschafter",Facharzt,Radiologie,Aachen und Umgebung,Lin keine Antwort,klara.wagner@web.de,+49 1236208062,,2025-07-10 23:59:00,1glkahmbbo2rk6lr8oy511vn3q3tqr,LinkedIn,2026-01-17 17:25:35,2026-01-17
779,Krüger,Mara,,contacted,,,,,,,,,,"bonn, köln",,,,Facharzt,"Facharzt, Oberarzt, Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,Bonn und Süd-Köln,"aktuell nein weil gerade neuen Job angefangen.

Lin keine Rückmeldung",mara.krüger@web.de,+49 1184705842,,2025-08-22 23:59:00,1qi0ur8up52gpvitxepq1gmgjs5sly,LinkedIn,2026-01-17 17:25:35,2026-01-17
781,Schulz,Nina,Dr.,interested,,,,,,,,,,hamburg,,,,Oberarzt,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Hamburg,,nina.schulz@web.de,+49 1928072841,,2025-07-25 23:59:00,2d4e3ztsuz065qznjvjf0mgnrm20gz,LinkedIn,2026-01-17 17:25:35,2026-01-17
782,Zimmermann,Isabella,,contacted,,,,,,,,,,hamburg,,,,Facharzt,"Ltd. OA, Standortleiter",Facharzt,Radiologie,Hamburg,Danke für das Angebot. Prinzipiell passt die Stellenbeschreibung ganz gut zu mir. Allerdings bin ich in meiner aktuellen Position sehr zufrieden. Ein Wechsel kommt zum aktuellen Zeitpunkt nicht infrage.,isabella.zimmermann@yahoo.de,+49 1521105893,,2025-07-15 23:59:00,2godwjht2j1jqklwsatd0rlc3gfih9,LinkedIn,2026-01-17 17:25:35,2026-01-17
783,Bauer,Mara,,contacted,,,,,,,,,,hamburg,,,,"Oberarzt, Standortleiter","Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,Hamburg,,mara.bauer@yahoo.de,+49 1360970000,,2025-07-15 23:59:00,2fod3cl7qj0hk9ddf3zw1m4pb8o3db,LinkedIn,2026-01-17 17:25:35,2026-01-17
